key	len	zh_hant	zh_hans	ja
2.3	352	你贏了——你成功完成任務了！我們\n都以你為榮，也很榮幸認識你。\n事實上我們對你的表現太滿意了，\n所以把你回地球的太空梭班次取消了。\n我們想你應該不會介意。別生氣……\n這樣吧……我讓你參一腳穩賺的生意\n——你可以買下一座綠乳酪礦的\n五成股份……	你赢了——你成功完成任务了！我们\n都以你为荣，也很荣幸认识你。\n事实上我们对你的表现太满意了，\n所以把你回地球的太空梭班次取消了。\n我们想你应该不会介意。别生气……\n这样吧……我让你参一脚稳赚的生意\n——你可以买下一座绿乳酪矿的\n五成股份……	あなたの勝ちだ——任務をやり遂げた！\n我々は誇りに思うし、知り合いで\nよかったと思う。あまりに見事なので、\n地球行きのシャトルの便は取り消して\nおいた。気にしないだろう。怒るな\n……いい話がある——緑のチーズ鉱山の\n持ち分 50% を買わないか……
2.4	394	遣返通知——你人很好，長得也不差（至\n少以月球的標準來說），但講到都市規\n劃與管理，你連自己的手肘和地上的坑\n都分不清楚。沒有針對誰的意思，但像\n你這樣一直出包的人，在一個沒有氧氣\n的世界上實在不安全。你搭下一班回地\n球的太空梭——沒把《模擬城市》說明\n書背起來就別回來。	遣返通知——你人很好，长得也不差（至\n少以月球的标准来说），但讲到都市规\n划与管理，你连自己的手肘和地上的坑\n都分不清楚。没有针对谁的意思，但像\n你这样一直出包的人，在一个没有氧气\n的世界上实在不安全。你搭下一班回地\n球的太空梭——没把《模拟城市》说明\n书背起来就别回来。	強制送還通知——あなたはとてもいい人\nだし、見た目も悪くない（月の基準で\nは）。だが都市計画と運営にかけては、\n自分の肘と地面のクレーターの区別も\nつかない。他意はないが、あなたのような\nしくじり屋は酸素のない世界では危ない。\n次の地球行きシャトルに乗ってくれ——\nマニュアルを暗記するまで戻らないこと。
2.5	274	外星怪獸來襲——有人在塵池裡發現\n一隻巨大的外星生物。科學家想研究\n牠，異種生物學家想解剖牠，小孩想\n跟牠玩，生意人想把牠抓去開動物園。\n祝你好運，市長，牠走了再叫我。	外星怪兽来袭——有人在尘池里发现\n一只巨大的外星生物。科学家想研究\n它，异种生物学家想解剖它，小孩想\n跟它玩，生意人想把它抓去开动物园。\n祝你好运，市长，它走了再叫我。	エイリアン怪獣襲来——塵の池で巨大な\n地球外生物が目撃された。科学者は\n研究したがり、異種生物学者は解剖\nしたがり、子どもは遊びたがり、商売人\nは動物園用に捕まえたがっている。\n幸運を、市長。いなくなったら呼んで。
2.6	262	污染警報——本市的污染已經超過模\n擬城市星際污染管理局訂定的上限。\n在一個靠回收空氣與水維生的世界上，\n這件事很嚴重。要嘛把它清乾淨，\n要嘛你自己被回收。	污染警报——本市的污染已经超过模\n拟城市星际污染管理局订定的上限。\n在一个靠回收空气与水维生的世界上，\n这件事很严重。要嘛把它清干净，\n要嘛你自己被回收。	汚染警報——この街の汚染は、シム\nシティ惑星間汚染管理局の定める上限\nを超えた。空気と水の再生で成り立つ\n世界では重大な問題だ。何とかするか、\nあなた自身が再生されるかだ。
2.7	205	　　　　超級都會\n在我們月球人眼中，你是英雄，\n你在月球的荒郊蓋起一座城。\n我們一邊漫遊一邊做夢，\n夢見自己那甜蜜的巨蛋家園——\n裡面住著五十萬月球人！	　　　　超级都会\n在我们月球人眼中，你是英雄，\n你在月球的荒郊盖起一座城。\n我们一边漫游一边做梦，\n梦见自己那甜蜜的巨蛋家园——\n里面住著五十万月球人！	　　　　メガロポリス\n月人みんなにとってあなたは英雄、\n月の荒野に街を築いた人。\nさまよいながら夢に見る、\n我が家の甘いドームを——\n五十万の月人が暮らすドームを！
2.8	189	月球大都會——你的首府已經晉升為\n月球大都會，目前人口十萬。\n我們很想為你唱首頌歌，可惜我們只\n會唱月球樂一通。	月球大都会——你的首府已经晋升为\n月球大都会，目前人口十万。\n我们很想为你唱首颂歌，可惜我们只\n会唱月球乐一通。	ムーントロポリス——あなたの首府は\nムーントロポリスの地位に達した。\n現在の人口は 10 万人。頌歌を歌い\nたいところだが、我々が知っている\n歌はルーニー・チューンズだけだ。
2.9	140	首府——你的城市已經成為首府，\n目前人口五萬。繼續保持，\n說不定哪天你就能回地球了。	首府——你的城市已经成为首府，\n目前人口五万。继续保持，\n说不定哪天你就能回地球了。	首府——この街は首府になった。\n現在の人口は 5 万人。その調子なら、\nいつか地球に帰れるかもしれない。
2.10	112	城市——你的城鎮已長成一座完整的\n城市，目前人口一萬。\n以一個地球人來說算不錯了。	城市——你的城镇已长成一座完整的\n城市，目前人口一万。\n以一个地球人来说算不错了。	都市——あなたの町は人口 1 万人の\n立派な都市に育った。\n地球人にしては悪くない。
2.11	88	城鎮——恭喜，你的村落已經升格為\n城鎮，現在有兩千位月球人了。	城镇——恭喜，你的村落已经升格为\n城镇，现在有两千位月球人了。	町——おめでとう、あなたの村は町に\n昇格した。いま 2,000 人の月人が\n暮らしている。
2.12	353	氘城，2267 年——\n作為最早的製造業殖民城市之一，\n氘城曾經是太陽系的月球車製造中心。\n現在依然是。可惜這些月球車太耐用\n了，所以沒有需求。如今這座城成了\n太陽系的犯罪之窟。你有十年的時間\n降低犯罪，並重建本市的工業基礎。	氘城，2267 年——\n作为最早的制造业殖民城市之一，\n氘城曾经是太阳系的月球车制造中心。\n现在依然是。可惜这些月球车太耐用\n了，所以没有需求。如今这座城成了\n太阳系的犯罪之窟。你有十年的时间\n降低犯罪，并重建本市的工业基础。	デューテリウム、2267 年——最初期の\n製造コロニーの一つで、かつては太陽系\nのムーンローバー製造の中心だった。\n今もそうだ。ただローバーが長持ち\nしすぎて需要がない。いまや太陽系の\n犯罪の巣だ。10 年で犯罪を減らし、\n工業基盤を建て直せ。
2.13	332	月球人之河，2342 年——\n這座位於巨大塵池畔的美麗城市，\n是月球上最好的度假地之一。\n事實上它好到連住在塵池底部的蔓延\n酸性黴菌都決定來這裡度假。\n你有十年的時間把這堆融化的爐渣變\n回一座城市。	月球人之河，2342 年——\n这座位于巨大尘池畔的美丽城市，\n是月球上最好的度假地之一。\n事实上它好到连住在尘池底部的蔓延\n酸性霉菌都决定来这里度假。\n你有十年的时间把这堆融化的炉渣变\n回一座城市。	リオ・デ・ルニエロ、2342 年——\n巨大な塵の池のほとりのこの美しい街は、\n月でも指折りの保養地だ。あまりに\nよいので、池の底に住む酸性の侵食カビ\nまで避暑に来た。10 年でこの溶けた\n鉱滓の山を都市に戻せ。
2.14	276	第谷，2252 年——\n一隻巨大而打不死的外星生物順道來\n訪，順便把路上的任何東西和任何人\n咬一口。牠似乎覺得工業污染區特別\n好吃。先想辦法控制那些浪費氧氣的\n火，然後開始重建。\n你有五年的時間。	第谷，2252 年——\n一只巨大而打不死的外星生物顺道来\n访，顺便把路上的任何东西和任何人\n咬一口。它似乎觉得工业污染区特别\n好吃。先想办法控制那些浪费氧气的\n火，然后开始重建。\n你有五年的时间。	ティコ、2252 年——巨大で不死身の\n地球外生物が立ち寄り、通り道の物も\n人も手当たり次第にかじっている。\n工業汚染の区域がとりわけ美味らしい。\n酸素を無駄にするあの火を抑え、\nそれから建て直せ。期限は 5 年。
2.15	287	胡扯基地，2239 年——\n很準時。那群煩人的外星人又來了，\n在我們的殖民地上到處丟炸藥，\n然後看我們活不活得下來。我們已經\n向他們的政府抗議過，但入侵是他們\n的國民運動。月球人能怎麼辦？\n你有五年的時間收拾這團亂。	胡扯基地，2239 年——\n很准时。那群烦人的外星人又来了，\n在我们的殖民地上到处丢炸药，\n然后看我们活不活得下来。我们已经\n向他们的政府抗议过，但入侵是他们\n的国民运动。月球人能怎么办？\n你有五年的时间收拾这团乱。	ハンバグ基地、2239 年——時間どおり。\n例の厄介なエイリアンがまた来た。\nコロニー中に爆薬を落として、我々が\n生き延びるか見物している。政府に\n抗議はしたが、侵略は彼らの国民的\n娯楽だ。月人にどうしろと？\n5 年でこの散らかりを片づけろ。
2.16	279	月球法蘭西斯科，2201 年——\n由於它坐落在危險的聖安塔瑞斯斷層\n上，這座城市便以地球上那個愛搖的\n對應城市命名。開始搖的時候先控制\n火勢——省氧氣！然後清除瓦礫、\n開始重建。你有五年的時間。	月球法兰西斯科，2201 年——\n由于它坐落在危险的圣安塔瑞斯断层\n上，这座城市便以地球上那个爱摇的\n对应城市命名。开始摇的时候先控制\n火势——省氧气！然后清除瓦砾、\n开始重建。你有五年的时间。	ムーン・フランシスコ、2201 年——\nサン・アンタレス断層の危うい場所に\nあるため、地球のよく揺れる同名の街\nにちなんで名付けられた。揺れ始めたら\nまず火を抑えろ——酸素を守れ！\nそれから瓦礫を片づけて建て直せ。\n期限は 5 年。
2.17	289	寧靜海基地，2195 年——\n這地方比艙門螺栓還死氣沉沉\n（我們這裡沒有門釘）。我們知道，\n只要有對的領導者，這裡可以成為一\n座刺激又賺錢的殖民地。你的工作是\n吸引新的成長與開發，在三十年內把\n寧靜海基地變成一座月球大都會。	宁静海基地，2195 年——\n这地方比舱门螺栓还死气沉沉\n（我们这里没有门钉）。我们知道，\n只要有对的领导者，这里可以成为一\n座刺激又赚钱的殖民地。你的工作是\n吸引新的成长与开发，在三十年内把\n宁静海基地变成一座月球大都会。	静かの海基地、2195 年——ここは\nハッチのボルトより死んでいる\n（ドアの釘はないのでね）。正しい\n指導者がいれば、刺激的で儲かる\nコロニーになれるはずだ。新しい成長と\n開発を呼び込み、30 年で静かの海基地を\nムーントロポリスに育てるのが役目だ。
2.18	290	波士科維奇，2305 年——\n就在你以為可以安心回到真空裡的時\n候，另一個煩人的小問題又來了……\n比如這個外星病毒污染。共存不了，\n又殺不死，只能讓出空間給它。\n你有五年的時間繞著污染區重建。	波士科维奇，2305 年——\n就在你以为可以安心回到真空里的时\n候，另一个烦人的小问题又来了……\n比如这个外星病毒污染。共存不了，\n又杀不死，只能让出空间给它。\n你有五年的时间绕著污染区重建。	ボスコビッチ、2305 年——そろそろ\n真空に戻っても安全かと思ったころに、\nまた厄介な小問題がやってくる……\nこの地球外ウイルス汚染のように。\n共存もできず、殺すこともできない。\n場所を譲るしかない。5 年で汚染の\n周りを建て直せ。
2.19	326	月球伯恩，2260 年——\n月球上這麼空曠，你會以為永遠不可\n能有交通問題。可是就算我們把家安\n在一顆衛星上，一講到開車我們還是\n地球人。大眾運輸系統會有幫助，\n但那需要對市中心做大規模的重新分\n區。你有十年的時間。	月球伯恩，2260 年——\n月球上这么空旷，你会以为永远不可\n能有交通问题。可是就算我们把家安\n在一颗卫星上，一讲到开车我们还是\n地球人。大众运输系统会有帮助，\n但那需要对市中心做大规模的重新分\n区。你有十年的时间。	ムーンベルン、2260 年——月にはこれ\nだけ空き地があるのだから、交通問題\nなど起きようがないと思うだろう。\nだが衛星に住んでいても、運転となれば\n我々はやはり地球人だ。大量輸送機関が\n効くだろうが、それには中心部の大規模\nな再区画が要る。期限は 10 年。
3.0	6	 交通	 交通	
3.1	6	 巡邏	 巡逻	 巡回
3.2	6	 消防	 消防	
3.3	8	稅率	税率	
4.0	3	一月	一月	
4.1	3	二月	二月	
4.2	3	三月	三月	
4.3	3	四月	四月	
4.4	3	五月	五月	
4.5	3	六月	六月	
4.6	3	七月	七月	
4.7	3	八月	八月	
4.8	3	九月	九月	
4.9	3	十月	十月	
4.10	3	十一月	十一月	
4.11	3	十二月	十二月	
5.0	7	核能	核能	原子力
5.1	7	重力	重力	重力
6.0	12			
6.1	11			
6.2	11			
6.3	8			
6.4	9			
6.5	11			
6.6	10			
6.7	7			
7.0	10	人口	人口	
7.1	5	犯罪	犯罪	
7.2	8	商業	商业	
7.3	9	現金流量	现金流量	
7.4	8	工業	工业	
7.5	9	污染	污染	
7.6	13	近十年	近十年	
7.7	14	近一百二十年	近一百二十年	
8.0	18	人口分佈	人口分布	
8.1	17	人口成長	人口成长	
9.0	6	巡邏	巡逻	巡回
9.1	4	消防	消防	
10.0	11	 都市型態 	 都市型态 	
10.1	12	 電力網路 	 电力网路 	
10.2	16	 運輸網路 	 运输网路 	
10.3	20	 人口分佈 	 人口分布 	
10.4	17	 交通密度 	 交通密度 	
10.5	15	 污染分佈 	 污染分布 	
10.6	11	 犯罪率 	 犯罪率 	
10.7	12	 地價 	 地价 	
10.8	19	 巡邏轄區 	 巡逻辖区 	 巡回の範囲 
10.9	17	 消防範圍 	 消防范围 	
10.10	19	 人口成長 	 人口成长 	
11.0	21	人口分佈	人口分布	
11.1	21	巡邏轄區	巡逻辖区	巡回の範囲
11.2	15	消防範圍	消防范围	
11.3	17	人口成長	人口成长	
12.0	6	殖民地	殖民地	コロニー
12.1	4	城鎮	城镇	
12.2	4	城市	城市	
12.3	7	首府	首府	
12.4	12	月球大都會	月球大都会	ムーントロポリス
12.5	11	超級都會	超级都会	
13.0	5	犯罪	犯罪	
13.1	9	污染	污染	
13.2	13	房價	房价	
13.3	5	稅	税	
13.4	7	交通	交通	
13.5	12	失業	失业	
13.6	5	火災	火灾	
14.0	1			
14.1	4	岩地	岩地	岩地
14.2	9	塵池	尘池	塵の池
14.3	7	隕石坑	陨石坑	クレーター
14.4	4	公園	公园	
14.5	6	瓦礫	瓦砾	
14.6	5	水災	水灾	
14.7	10	外星病毒	外星病毒	地球外ウイルス
14.8	4	火災	火灾	
14.9	4	道路	道路	
14.10	10	電力線	电力线	
14.11	4	鐵軌	铁轨	
14.12	11	住宅區	住宅区	
14.13	8	醫院	医院	
14.14	6	教堂	教堂	
14.15	10	商業區	商业区	
14.16	5	MAXIS	MAXIS	
14.17	10	商業區	商业区	
14.18	10	工業用地	工业用地	
14.19	10	月球車港	月球车港	ローバー港
14.20	12	太空梭港	太空梭港	シャトル港
14.21	19	核能發電廠	核能发电厂	原子力発電所
14.22	12	消防隊	消防队	
14.23	16	月球巡邏隊	月球巡逻队	月面パトロール署
14.24	10	休閒中心	休闲中心	レク施設
14.25	19	重力發電廠	重力发电厂	重力発電所
14.26	6	橋樑	桥梁	
14.27	10	工業用地	工业用地	
14.28	13	公園噴泉	公园喷泉	
14.29	10	工業用地	工业用地	
14.30	15	小型爆炸	小型爆炸	
14.31	10	工業用地	工业用地	
14.32	14	化學煙霧	化学烟雾	化学煙霧
14.33	20	月球隊 647－太空隊 732	月球队 647－太空队 732	ルーンズ 647－アストロズ 732
14.34	6	橋樑	桥梁	
14.35	19	重力發電廠	重力发电厂	重力発電所
14.36	3	？？？	？？？	
15.0	8	密度：	密度：	
15.1	6	地價：	地价：	
15.2	6	犯罪：	犯罪：	
15.3	10	污染：	污染：	
15.4	7	成長：	成长：	
16.0	6	系統	系统	
16.1	7	功能	功能	
16.2	9	災難	灾难	
16.3	7	視窗	视窗	
17.0	15	 關於本遊戲	 关于本游戏	
17.1	2	 -	 -	
17.2	6	 印表	 印表	
17.3	14	 讀取圖形集	 读取图形集	
17.4	2	 -	 -	
17.5	14	 讀取悲情城市	 读取悲情城市	
17.6	15	 重新建造一新城市	 重新建造一新城市	
17.7	2	 -	 -	
17.8	18	 讀取舊有檔案  Ctrl-L	 读取旧有档案  Ctrl-L	
17.9	18	 以……檔名儲存 	 以……档名储存 	
17.10	18	 儲存現有城市  Ctrl-S	 储存现有城市  Ctrl-S	
17.11	2	 -	 -	
17.12	18	 跳出遊戲      Ctrl-X	 跳出游戏      Ctrl-X	
18.0	22	 全自動整地      Ctrl-A	 全自动整地      Ctrl-A	
18.1	12	 自動編列預算	 自动编列预算	
18.2	10	 自動前往災難現場	 自动前往灾难现场	
18.3	10	 關閉音效	 关闭音效	
18.4	6	 模擬速度	 模拟速度	
18.5	12	 持續所有視窗內之活動	 持续所有视窗内之活动	
18.6	19	 加快市區景物活動	 加快市区景物活动	
19.0	11	 最快  4	 最快  4	
19.1	11	 快速  3	 快速  3	
19.2	11	 普通  2	 普通  2	
19.3	11	 慢速  1	 慢速  1	
19.4	11	 暫停  0	 暂停  0	
20.0	5	 火災	 火灾	
20.1	12	 酸性黴菌	 酸性霉菌	 酸性カビ
20.2	14	 太空梭墜毀	 太空梭坠毁	 シャトル墜落
20.3	14	 流星雨	 流星雨	 流星群
20.4	10	 月震	 月震	 月震
20.5	8	 怪獸	 怪兽	
20.6	2	 -	 -	
20.7	9	 取消 	 取消 	
21.0	21	 地圖視窗      Ctrl-M	 地图视窗      Ctrl-M	
21.1	21	 統計圖視窗    Ctrl-G	 统计图视窗    Ctrl-G	
21.2	21	 預算視窗      Ctrl-B	 预算视窗      Ctrl-B	
21.3	21	 編輯視窗      Ctrl-E	 编辑视窗      Ctrl-E	
21.4	21	 評估視窗      Ctrl-U	 评估视窗      Ctrl-U	
21.5	21	 關閉視窗      Ctrl-C	 关闭视窗      Ctrl-C	
21.6	21	 隱藏前視窗    Ctrl-H	 隐藏前视窗    Ctrl-H	
21.7	21	 視窗位置      Ctrl-P	 视窗位置      Ctrl-P	
21.8	21	 調整編輯窗大小 Ctrl-R	 调整编辑窗大小 Ctrl-R	
