key	len	zh_hant	zh_hans	ja
2.16	202	聖方濟各，1497 年\n大地將要震動，地上的一切——人、\n牲畜與市民——都會踉蹌倒地。\n建築將崩塌，大火將蔓延全境。\n祝您有美好的一天。	圣方济各，1497 年\n大地将要震动，地上的一切——人、\n牲畜与市民——都会踉跄倒地。\n建筑将崩塌，大火将蔓延全境。\n祝您有美好的一天。	聖フランシス、1497 年\n大地が揺れ、その上のすべて——人も\n獣も市民も——がよろめき倒れる。\n建物は崩れ、火は国じゅうに広がる。\nよき一日を、というほかない。
2.17	247	小卡美洛，1491 年——\n這個小鎮很無聊，什麼都不會發生。\n您的目標是把這個小村落建成一座擁\n有興盛工業、熱絡商業與幾位名騎士\n的城市。您能把「小卡美洛」變成\n「卡美洛」嗎？您有三十年的時間。	小卡美洛，1491 年——\n这个小镇很无聊，什么都不会发生。\n您的目标是把这个小村落建成一座拥\n有兴盛工业、热络商业与几位名骑士\n的城市。您能把「小卡美洛」变成\n「卡美洛」吗？您有三十年的时间。	キャメリトル、1491 年——この小さな\n町は退屈だ。何も起こらない。目標は\nこの村を、盛んな工業と賑わう商業、\nそして名高い騎士を擁する都市に\n育てること。「小キャメロット」を\n「キャメロット」にできるか。\n期限は 30 年。
2.18	192	醉城，1601 年——\n這座釀酒重鎮即將降下瘟疫。必須把\n水車隔離起來，才能保住倖存者。\n您有五年的時間把情況控制下來。	醉城，1601 年——\n这座酿酒重镇即将降下瘟疫。必须把\n水车隔离起来，才能保住幸存者。\n您有五年的时间把情况控制下来。	ブーズトン、1601 年——この醸造の\n町に疫病が降りかかろうとしている。\n生き残りを守るには水車を隔離する\nしかない。5 年で事態を収拾せよ。
2.19	262	焦城，1556 年——\n這裡的道路一天比一天壅塞，加上沒\n洗過澡的農民和牲畜的排泄物，這種\n交通是會死人的。您必須想想辦法。\n鋪幾條馬車路線也許有幫助，但那需\n要大規模的重新分區。\n您有十年的時間。	焦城，1556 年——\n这里的道路一天比一天壅塞，加上没\n洗过澡的农民和牲畜的排泄物，这种\n交通是会死人的。您必须想想办法。\n铺几条马车路线也许有帮助，但那需\n要大规模的重新分区。\n您有十年的时间。	バーン、1556 年——ここの道路は日に\n日に混み、洗っていない農民と家畜の\n糞とで、この渋滞は人を殺しかねない。\n何とかせねばならぬ。荷馬車路線が\n効くかもしれないが、大規模な再区画\nが要る。期限は 10 年。
3.0	6	 交通	 交通	
3.1	5	 衛隊	 卫队	 衛兵
3.2	6	 消防	 消防	
3.3	8	稅率	税率	
4.0	3	一月	一月	
4.1	3	二月	二月	
4.2	3	三月	三月	
4.3	3	四月	四月	
4.4	3	五月	五月	
4.5	3	六月	六月	
4.6	3	七月	七月	
4.7	3	八月	八月	
4.8	3	九月	九月	
4.9	3	十月	十月	
4.10	3	十一月	十一月	
4.11	3	十二月	十二月	
5.0	4	水井	水井	井戸
5.1	11	水車	水车	水車
6.0	12			
6.1	11			
6.2	11			
6.3	8			
6.4	9			
6.5	11			
6.6	10			
6.7	7			
7.0	10	人口	人口	
7.1	5	犯罪	犯罪	
7.2	8	商業	商业	
7.3	9	現金流量	现金流量	
7.4	8	工業	工业	
7.5	9	污染	污染	
7.6	13	近十年	近十年	
7.7	14	近一百二十年	近一百二十年	
8.0	18	人口分佈	人口分布	
8.1	17	人口成長	人口成长	
9.0	6	警力	警力	
9.1	4	消防	消防	
10.0	11	 都市型態 	 都市型态 	
10.1	11	 水路圖 	 水路图 	 水路図 
10.2	16	 運輸網路 	 运输网路 	
10.3	20	 人口分佈 	 人口分布 	
10.4	17	 交通密度 	 交通密度 	
10.5	15	 污染分佈 	 污染分布 	
10.6	11	 犯罪率 	 犯罪率 	
10.7	12	 地價 	 地价 	
10.8	19	 警力範圍 	 警力范围 	
10.9	17	 消防範圍 	 消防范围 	
10.10	19	 人口成長 	 人口成长 	
11.0	21	人口分佈	人口分布	
11.1	21	警力範圍	警力范围	
11.2	15	消防範圍	消防范围	
11.3	17	人口成長	人口成长	
12.0	7	村莊	村庄	
12.1	4	城鎮	城镇	
12.2	4	城市	城市	
12.3	7	首府	首府	
12.4	10	大都會	大都会	
12.5	11	超級都會	超级都会	
13.0	5	犯罪	犯罪	
13.1	9	污染	污染	
13.2	13	房價	房价	
13.3	5	稅	税	
13.4	7	交通	交通	
13.5	12	失業	失业	
13.6	5	火災	火灾	
14.0	1			
14.1	9	空地	空地	
14.2	5	水域	水域	
14.3	6	樹林	树林	
14.4	4	公園	公园	
14.5	6	瓦礫	瓦砾	
14.6	5	水災	水灾	
14.7	6	瘟疫	瘟疫	疫病
14.8	4	火災	火灾	
14.9	4	道路	道路	
14.10	9	水路	水路	水路
14.11	11	馬車道	马车道	荷馬車道
14.12	11	住宅區	住宅区	
14.13	8	醫院	医院	
14.14	6	教堂	教堂	
14.15	10	商業區	商业区	
14.16	5	MAXIS	MAXIS	
14.17	10	商業區	商业区	
14.18	10	工業用地	工业用地	
14.19	6	港口	港口	港
14.20	6	城堡	城堡	城
14.21	4	水井	水井	井戸
14.22	12	消防隊	消防队	
14.23	11	皇家衛隊	皇家卫队	近衛兵
14.24	11	比武場	比武场	馬上槍試合場
14.25	11	水車	水车	水車
14.26	6	橋樑	桥梁	
14.27	10	工業用地	工业用地	
14.28	13	公園噴泉	公园喷泉	
14.29	10	工業用地	工业用地	
14.30	15	小型爆炸	小型爆炸	
14.31	10	工業用地	工业用地	
14.32	9	惡臭	恶臭	悪臭
14.33	19	關妮薇 1－長槍 0	关妮薇 1－长枪 0	グィネヴィア 1－ランス 0
14.34	6	橋樑	桥梁	
14.35	11	水車	水车	水車
14.36	3	？？？	？？？	
15.0	8	密度：	密度：	
15.1	6	地價：	地价：	
15.2	6	犯罪：	犯罪：	
15.3	10	污染：	污染：	
15.4	7	成長：	成长：	
16.0	6	系統	系统	
16.1	7	功能	功能	
16.2	9	災難	灾难	
16.3	7	視窗	视窗	
17.0	15	 關於本遊戲	 关于本游戏	
17.1	2	 -	 -	
17.2	6	 印表	 印表	
17.3	14	 讀取圖形集	 读取图形集	
17.4	2	 -	 -	
17.5	14	 讀取悲情城市	 读取悲情城市	
17.6	15	 重新建造一新城市	 重新建造一新城市	
17.7	2	 -	 -	
17.8	18	 讀取舊有檔案  Ctrl-L	 读取旧有档案  Ctrl-L	
17.9	18	 以……檔名儲存 	 以……档名储存 	
17.10	18	 儲存現有城市  Ctrl-S	 储存现有城市  Ctrl-S	
17.11	2	 -	 -	
17.12	18	 跳出遊戲      Ctrl-X	 跳出游戏      Ctrl-X	
18.0	21	 全自動犁地      Ctrl-A	 全自动犁地      Ctrl-A	 自動鋤き        Ctrl-A
18.1	12	 自動編列預算	 自动编列预算	
18.2	10	 自動前往災難現場	 自动前往灾难现场	
18.3	10	 關閉音效	 关闭音效	
18.4	6	 模擬速度	 模拟速度	
18.5	12	 持續所有視窗內之活動	 持续所有视窗内之活动	
18.6	19	 加快市區景物活動	 加快市区景物活动	
19.0	11	 最快  4	 最快  4	
19.1	11	 快速  3	 快速  3	
19.2	11	 普通  2	 普通  2	
19.3	11	 慢速  1	 慢速  1	
19.4	11	 暫停  0	 暂停  0	
20.0	5	 火災	 火灾	
20.1	6	 水災	 水灾	
20.2	13	 龍息爆襲	 龙息爆袭	 竜の吐息
20.3	8	 龍捲風	 龙卷风	
20.4	11	 地震	 地震	
20.5	8	 怪獸	 怪兽	
20.6	2	 -	 -	
20.7	9	 取消 	 取消 	
21.0	21	 地圖視窗      Ctrl-M	 地图视窗      Ctrl-M	
21.1	21	 統計圖視窗    Ctrl-G	 统计图视窗    Ctrl-G	
21.2	21	 預算視窗      Ctrl-B	 预算视窗      Ctrl-B	
21.3	21	 編輯視窗      Ctrl-E	 编辑视窗      Ctrl-E	
21.4	21	 評估視窗      Ctrl-U	 评估视窗      Ctrl-U	
21.5	21	 關閉視窗      Ctrl-C	 关闭视窗      Ctrl-C	
21.6	21	 隱藏前視窗    Ctrl-H	 隐藏前视窗    Ctrl-H	
21.7	21	 視窗位置      Ctrl-P	 视窗位置      Ctrl-P	
21.8	21	 調整編輯窗大小 Ctrl-R	 调整编辑窗大小 Ctrl-R	
