key	len	zh_hant	zh_hans	ja
2.1	181	治安警報——這鎮子對人對牲口都不\n安全。正經人和好馬走在街上不被搶\n都不行，銀行這禮拜已經被搶三次了！	治安警报——这镇子对人对牲口都不\n安全。正经人和好马走在街上不被抢\n都不行，银行这礼拜已经被抢三次了！	
2.2	228	水源污染——蒸汽抽水機旁邊的水被\n污染了。別喝、別洗、看都別看。\n這回攤上大事了，得拖好幾代，\n別憋著氣等。	水源污染——蒸汽抽水机旁边的水被\n污染了。别喝、别洗、看都别看。\n这回摊上大事了，得拖好几代，\n别憋著气等。	
2.3	224	你贏了——憑著你的市長手腕與都市\n計劃本事，你贏得了市鑰。鎮上的人\n正為你辦遊行，還拿你的名字給頭一\n個娃兒命名。要不要去選州長？	你赢了——凭著你的市长手腕与都市\n计划本事，你赢得了市钥。镇上的人\n正为你办游行，还拿你的名字给头一\n个娃儿命名。要不要去选州长？	
2.4	275	　　　絞索派對邀請函\n我們受夠你了，你這個下三濫、\n偷牛拐馬、滿嘴胡話的馬屁股——\n抱歉了，扳機老兄。這鎮上容不下你\n和任何一個正經人。所以往山裡跑吧\n——現在就跑——不然就把說明書讀\n一遍，再來一次。	　　　绞索派对邀请函\n我们受够你了，你这个下三滥、\n偷牛拐马、满嘴胡话的马屁股——\n抱歉了，扳机老兄。这镇上容不下你\n和任何一个正经人。所以往山里跑吧\n——现在就跑——不然就把说明书读\n一遍，再来一次。	
2.5	259	巨型風滾草——密西西比河兩岸最大、\n最髒、滾得最凶、草最多的風滾草滾\n進鎮上了。我要是你，就跟著它跑、\n把火滅了、把水弄回來，然後求它快\n點走。不過我不是你，所以我先閃了。	巨型风滚草——密西西比河两岸最大、\n最脏、滚得最凶、草最多的风滚草滚\n进镇上了。我要是你，就跟著它跑、\n把火灭了、把水弄回来，然后求它快\n点走。不过我不是你，所以我先闪了。	
2.6	266	污染警報——這裡到底是搞什麼名堂\n——臭鼬大會嗎？空氣裡的味道能嗆\n死臭鼬，垃圾場能噎死蛆。水嚐起來\n像是從屠宰場下游流過來的。\n連豬都在捏鼻子了。	污染警报——这里到底是搞什么名堂\n——臭鼬大会吗？空气里的味道能呛\n死臭鼬，垃圾场能噎死蛆。水尝起来\n像是从屠宰场下游流过来的。\n连猪都在捏鼻子了。	
2.7	169	　　　　超級都會\n東邊來了個生人，一開始咱們沒當回事。\n可是老天爺啊，\n咱們五十萬人了……\n現在誰都說你最行！	　　　　超级都会\n东边来了个生人，一开始咱们没当回事。\n可是老天爷啊，\n咱们五十万人了……\n现在谁都说你最行！	
2.8	185	大都會——好傢伙！你那個小小的莊\n子塞滿啦——咱們手上有一座大都會\n了！十萬人吶！恭喜。\n要不要去選州長？	大都会——好家伙！你那个小小的庄\n子塞满啦——咱们手上有一座大都会\n了！十万人呐！恭喜。\n要不要去选州长？	
2.9	128	首府——我的老天！這鎮子現在是首\n府了。五萬個牛仔在這兒晃來晃去。\n你的前途一片光明。	首府——我的老天！这镇子现在是首\n府了。五万个牛仔在这儿晃来晃去。\n你的前途一片光明。	
2.10	130	城市——我的媽呀！咱們有一座完整\n的城市了，一萬個大老爺們兒跟大姑\n娘們兒！繼續保持！	城市——我的妈呀！咱们有一座完整\n的城市了，一万个大老爷们儿跟大姑\n娘们儿！继续保持！	
2.11	114	城鎮——抄起你的琴——咱們要辦舞\n會啦！咱們那個小村子長成了真正的\n城鎮，有兩千個居民了。	城镇——抄起你的琴——咱们要办舞\n会啦！咱们那个小村子长成了真正的\n城镇，有两千个居民了。	
2.12	277	美國密西根州普特律，1921 年——\n這裡曾經是西部的篷車之都，如今日\n子難過。地價暴跌與失業使得鎮中心\n的犯罪惡化成長期問題。你有十年的\n時間降低犯罪，並重建本鎮的工業\n基礎。	美国密西根州普特律，1921 年——\n这里曾经是西部的篷车之都，如今日\n子难过。地价暴跌与失业使得镇中心\n的犯罪恶化成长期问题。你有十年的\n时间降低犯罪，并重建本镇的工业\n基础。	
2.13	255	大河谷，1996 年——\n好啦各位都市牛仔，準備接洪水吧。\n這回可不得了——是諾亞那年代以來\n最大的一場。沿岸的地區全要泡湯。\n你有十年的時間把這片沼澤變回一座\n城市。	大河谷，1996 年——\n好啦各位都市牛仔，准备接洪水吧。\n这回可不得了——是诺亚那年代以来\n最大的一场。沿岸的地区全要泡汤。\n你有十年的时间把这片沼泽变回一座\n城市。	
2.14	260	東京歐格雷迪，1906 年——\n當心密西西比河以西出現過最大、最\n凶、最難搞的那玩意兒！殺人風滾草\n來襲啦！先想辦法控制火勢，再重建\n市中心。你有五年的時間。	东京欧格雷迪，1906 年——\n当心密西西比河以西出现过最大、最\n凶、最难搞的那玩意儿！杀人风滚草\n来袭啦！先想办法控制火势，再重建\n市中心。你有五年的时间。	
2.15	223	爆炸鎮，1893 年——\n小心！一夥搶礦的傢伙從礦坑偷了幾\n箱炸藥，打算把整個鎮炸了。你最好\n盡快控制火勢，然後重建。\n你有五年的時間。	爆炸镇，1893 年——\n小心！一伙抢矿的家伙从矿坑偷了几\n箱炸药，打算把整个镇炸了。你最好\n尽快控制火势，然后重建。\n你有五年的时间。	
2.16	224	美國加州模擬西斯科，1855 年——\n等等！這麼一段真實歷史，跑到一個\n無厘頭的西部版《模擬城市》裡做什\n麼？我拒絕參與這種……這種……\n現實的東西。你自己看著辦。\n你有五年的時間。	美国加州模拟西斯科，1855 年——\n等等！这么一段真实历史，跑到一个\n无厘头的西部版《模拟城市》里做什\n么？我拒绝参与这种……这种……\n现实的东西。你自己看著办。\n你有五年的时间。	
2.17	246	死木鎮，1849 年——\n這鎮子無聊到狗都在求跳蚤上身，好\n歹有點事做。要是有個對的領導者，\n這鎮子也許能成點氣候——不過也可\n能不行。你想接就接。\n你有三十年的時間。	死木镇，1849 年——\n这镇子无聊到狗都在求跳蚤上身，好\n歹有点事做。要是有个对的领导者，\n这镇子也许能成点气候——不过也可\n能不行。你想接就接。\n你有三十年的时间。	
2.18	377	母牛頓，1959 年——\n這個熱鬧的小鎮，是以第一任鎮長最\n愛的那頭母牛命名的。有人回報水源\n出了問題，八成是被污染了。\n你得繞著中毒的區域重整整個鎮，\n因為幫得上忙的現代科學還沒傳到老\n西部來。你有五年的時間把情況控制\n下來。	母牛顿，1959 年——\n这个热闹的小镇，是以第一任镇长最\n爱的那头母牛命名的。有人回报水源\n出了问题，八成是被污染了。\n你得绕著中毒的区域重整整个镇，\n因为帮得上忙的现代科学还没传到老\n西部来。你有五年的时间把情况控制\n下来。	
2.19	258	馬鞍伯恩，1914 年——\n這裡的路上塞滿了馬、牛、人和篷車，\n從這頭根本到不了那頭。你可以試著\n架一套蒸汽火車運輸系統，但那得把\n鎮中心重新分區。\n你有十年的時間。	马鞍伯恩，1914 年——\n这里的路上塞满了马、牛、人和篷车，\n从这头根本到不了那头。你可以试著\n架一套蒸汽火车运输系统，但那得把\n镇中心重新分区。\n你有十年的时间。	
3.0	6	 交通	 交通	
3.1	7	 警長	 警长	
3.2	6	 消防	 消防	
3.3	8	稅率	税率	
4.0	3	一月	一月	
4.1	3	二月	二月	
4.2	3	三月	三月	
4.3	3	四月	四月	
4.4	3	五月	五月	
4.5	3	六月	六月	
4.6	3	七月	七月	
4.7	3	八月	八月	
4.8	3	九月	九月	
4.9	3	十月	十月	
4.10	3	十一月	十一月	
4.11	3	十二月	十二月	
5.0	11	水車	水车	
5.1	10	蒸汽抽水	蒸汽抽水	
6.0	12			
6.1	11			
6.2	11			
6.3	8			
6.4	9			
6.5	11			
6.6	10			
6.7	7			
7.0	10	人口	人口	
7.1	5	犯罪	犯罪	
7.2	8	商業	商业	
7.3	9	現金流量	现金流量	
7.4	8	工業	工业	
7.5	9	污染	污染	
7.6	13	近十年	近十年	
7.7	14	近一百二十年	近一百二十年	
8.0	18	人口分佈	人口分布	
8.1	17	人口成長	人口成长	
9.0	7	警長	警长	
9.1	4	消防	消防	
10.0	11	 都市型態 	 都市型态 	
10.1	11	 水路圖 	 水路图 	
10.2	16	 運輸網路 	 运输网路 	
10.3	20	 人口分佈 	 人口分布 	
10.4	17	 交通密度 	 交通密度 	
10.5	15	 污染分佈 	 污染分布 	
10.6	11	 犯罪率 	 犯罪率 	
10.7	12	 地價 	 地价 	
10.8	20	 警長轄區 	 警长辖区 	
10.9	17	 消防範圍 	 消防范围 	
10.10	19	 人口成長 	 人口成长 	
11.0	21	人口分佈	人口分布	
11.1	22	警長轄區	警长辖区	
11.2	15	消防範圍	消防范围	
11.3	17	人口成長	人口成长	
12.0	7	村莊	村庄	
12.1	4	城鎮	城镇	
12.2	4	城市	城市	
12.3	7	首府	首府	
12.4	10	大都會	大都会	
12.5	11	超級都會	超级都会	
13.0	5	犯罪	犯罪	
13.1	9	污染	污染	
13.2	13	房價	房价	
13.3	5	稅	税	
13.4	7	交通	交通	
13.5	12	失業	失业	
13.6	5	火災	火灾	
14.0	1			
14.1	9	空地	空地	
14.2	5	水域	水域	
14.3	6	樹林	树林	
14.4	4	公園	公园	
14.5	6	瓦礫	瓦砾	
14.6	5	水災	水灾	
14.7	6	毒物	毒物	
14.8	4	火災	火灾	
14.9	4	道路	道路	
14.10	9	水路	水路	
14.11	4	鐵軌	铁轨	
14.12	11	住宅區	住宅区	
14.13	8	醫院	医院	
14.14	6	教堂	教堂	
14.15	10	商業區	商业区	
14.16	5	MAXIS	MAXIS	
14.17	10	商業區	商业区	
14.18	10	工業用地	工业用地	
14.19	6	港口	港口	
14.20	9	金礦	金矿	
14.21	11	水車	水车	
14.22	12	消防隊	消防队	
14.23	16	警長辦公室	警长办公室	
14.24	5	牛仔競技場	牛仔竞技场	
14.25	16	蒸汽抽水機	蒸汽抽水机	
14.26	6	橋樑	桥梁	
14.27	10	工業用地	工业用地	
14.28	13	公園噴泉	公园喷泉	
14.29	10	工業用地	工业用地	
14.30	15	小型爆炸	小型爆炸	
14.31	10	工業用地	工业用地	
14.32	9	惡臭	恶臭	
14.33	19	牛仔隊 7－馬隊 10	牛仔队 7－马队 10	
14.34	6	橋樑	桥梁	
14.35	16	蒸汽抽水機	蒸汽抽水机	
14.36	3	？？？	？？？	
15.0	8	密度：	密度：	
15.1	6	地價：	地价：	
15.2	6	犯罪：	犯罪：	
15.3	10	污染：	污染：	
15.4	7	成長：	成长：	
16.0	6	系統	系统	
16.1	7	功能	功能	
16.2	9	災難	灾难	
16.3	7	視窗	视窗	
17.0	15	 關於本遊戲	 关于本游戏	
17.1	2	 -	 -	
17.2	6	 印表	 印表	
17.3	14	 讀取圖形集	 读取图形集	
17.4	2	 -	 -	
17.5	14	 讀取悲情城市	 读取悲情城市	
17.6	15	 重新建造一新城市	 重新建造一新城市	
17.7	2	 -	 -	
17.8	18	 讀取舊有檔案  Ctrl-L	 读取旧有档案  Ctrl-L	
17.9	18	 以……檔名儲存 	 以……档名储存 	
17.10	18	 儲存現有城市  Ctrl-S	 储存现有城市  Ctrl-S	
17.11	2	 -	 -	
17.12	18	 跳出遊戲      Ctrl-X	 跳出游戏      Ctrl-X	
18.0	18	 全自動犁地  Ctrl-A	 全自动犁地  Ctrl-A	
18.1	12	 自動編列預算	 自动编列预算	
18.2	10	 自動前往災難現場	 自动前往灾难现场	
18.3	10	 關閉音效	 关闭音效	
18.4	6	 模擬速度	 模拟速度	
18.5	12	 持續所有視窗內之活動	 持续所有视窗内之活动	
18.6	19	 加快市區景物活動	 加快市区景物活动	
19.0	11	 最快  4	 最快  4	
19.1	11	 快速  3	 快速  3	
19.2	11	 普通  2	 普通  2	
19.3	11	 慢速  1	 慢速  1	
19.4	11	 暫停  0	 暂停  0	
20.0	5	 火災	 火灾	
20.1	6	 水災	 水灾	
20.2	14	 熱氣球墜毀	 热气球坠毁	
20.3	8	 龍捲風	 龙卷风	
20.4	11	 地震	 地震	
20.5	11	 風滾草	 风滚草	
20.6	2	 -	 -	
20.7	9	 取消 	 取消 	
21.0	21	 地圖視窗      Ctrl-M	 地图视窗      Ctrl-M	
21.1	21	 統計圖視窗    Ctrl-G	 统计图视窗    Ctrl-G	
21.2	21	 預算視窗      Ctrl-B	 预算视窗      Ctrl-B	
21.3	21	 編輯視窗      Ctrl-E	 编辑视窗      Ctrl-E	
21.4	21	 評估視窗      Ctrl-U	 评估视窗      Ctrl-U	
21.5	21	 關閉視窗      Ctrl-C	 关闭视窗      Ctrl-C	
21.6	21	 隱藏前視窗    Ctrl-H	 隐藏前视窗    Ctrl-H	
21.7	21	 視窗位置      Ctrl-P	 视窗位置      Ctrl-P	
21.8	21	 調整編輯窗大小 Ctrl-R	 调整编辑窗大小 Ctrl-R	
