key	len	zh_hant	zh_hans	ja
2.3	302	你贏了——幹得好！你已經證明自己\n是都市規劃的天才、有藝術品味的設\n計者、幹練的管理者、值得追隨的領\n袖，以及一個全方位的好人。我們翻\n字典查「了不起」的時候，會看到你\n的照片。能借我五十塊嗎？	你赢了——干得好！你已经证明自己\n是都市规划的天才、有艺术品味的设\n计者、干练的管理者、值得追随的领\n袖，以及一个全方位的好人。我们翻\n字典查「了不起」的时候，会看到你\n的照片。能借我五十块吗？	
2.4	372	彈劾通知——你出局了！\n我們能談談嗎？你的都市規劃能力實\n在有很大的進步空間，你的管理風格\n像個突擊隊員，政治敏感度則完全不\n存在。你顯然沒讀《模擬城市》附的\n那本很棒的說明書。我那麼用心寫，\n卻沒有人讀。沒有人懂我。\n我想我去吃幾條蟲好了。	弹劾通知——你出局了！\n我们能谈谈吗？你的都市规划能力实\n在有很大的进步空间，你的管理风格\n像个突击队员，政治敏感度则完全不\n存在。你显然没读《模拟城市》附的\n那本很棒的说明书。我那么用心写，\n却没有人读。没有人懂我。\n我想我去吃几条虫好了。	
2.5	241	怪獸來襲——要嘛是一隻又大又醜的\n怪獸從海裡冒出來大肆破壞、製造死\n亡與災難，要嘛就是你們這座城的毒\n品問題真的很嚴重。不管是哪一種，\n你都得等它離開再重建城市。	怪兽来袭——要嘛是一只又大又丑的\n怪兽从海里冒出来大肆破坏、制造死\n亡与灾难，要嘛就是你们这座城的毒\n品问题真的很严重。不管是哪一种，\n你都得等它离开再重建城市。	
2.6	314	污染警報——這座城的污染已經誇張\n到難以置信。水不能喝、空氣不能吸、\n自家種的菜也不能吃。聽說這裡有些\n人很想揍你一拳，前提是他們能穿過\n霧霾看見你的鼻子。要嘛把它清乾淨，\n要嘛「市民優先」的成員就要在你的\n飲料裡下料了。	污染警报——这座城的污染已经夸张\n到难以置信。水不能喝、空气不能吸、\n自家种的菜也不能吃。听说这里有些\n人很想揍你一拳，前提是他们能穿过\n雾霾看见你的鼻子。要嘛把它清干净，\n要嘛「市民优先」的成员就要在你的\n饮料里下料了。	
2.7	211	　　　　超級都會\n你是這個國家的驕傲，\n我們為你的健康與財富祈禱。\n雖然我們不設王室，\n五十萬市民\n每天心甘情願為你效勞。	　　　　超级都会\n你是这个国家的骄傲，\n我们为你的健康与财富祈祷。\n虽然我们不设王室，\n五十万市民\n每天心甘情愿为你效劳。	
2.8	255	大都會——我就知道你辦得到。不是\n誰都能建起並經營一座十萬人的城市。\n但我第一次見到你就知道，你是那個\n百萬中選一、做得到的人。\n說到那個入閣的缺……	大都会——我就知道你办得到。不是\n谁都能建起并经营一座十万人的城市。\n但我第一次见到你就知道，你是那个\n百万中选一、做得到的人。\n说到那个入阁的缺……	
2.9	144	首府——你的城市現在是模擬國的首\n府了。五萬名模擬市民仰望著你的領\n導。你的政治前途一片光明。	首府——你的城市现在是模拟国的首\n府了。五万名模拟市民仰望著你的领\n导。你的政治前途一片光明。	
2.10	111	城市——你的城鎮已長成一座完整的\n城市，模擬人口一萬。\n繼續保持！	城市——你的城镇已长成一座完整的\n城市，模拟人口一万。\n继续保持！	
2.11	121	城鎮——還不錯……你的村莊現在正\n式成為城鎮了，有兩千位市民。\n沒什麼好寫信回家炫耀的，\n但是個好的開始。	城镇——还不错……你的村庄现在正\n式成为城镇了，有两千位市民。\n没什么好写信回家炫耀的，\n但是个好的开始。	
2.12	318	美國密西根州瑞特律，2127 年——\n這座新生的工業城建在底特律仍在冒\n煙的廢墟上，正在重蹈上一代的覆轍。\n地價暴跌與失業使得市中心的犯罪惡\n化成長期問題。你有十年的時間降低\n犯罪，並重建本市的工業基礎。	美国密西根州瑞特律，2127 年——\n这座新生的工业城建在底特律仍在冒\n烟的废墟上，正在重蹈上一代的覆辙。\n地价暴跌与失业使得市中心的犯罪恶\n化成长期问题。你有十年的时间降低\n犯罪，并重建本市的工业基础。	
2.13	287	珍妮特之河，2202 年——\n到二十一世紀中葉，溫室效應讓全球\n均溫上升了約華氏四度。極地冰冠融\n化，全球海平面上升，沿海地區被洪\n水與侵蝕摧毀。你有十年的時間把這\n片沼澤變回一座城市。	珍妮特之河，2202 年——\n到二十一世纪中叶，温室效应让全球\n均温上升了约华氏四度。极地冰冠融\n化，全球海平面上升，沿海地区被洪\n水与侵蚀摧毁。你有十年的时间把这\n片沼泽变回一座城市。	
2.14	285	好萊塢，2112 年——\n怪獸電影從來沒有退流行過。\n觀眾對更大、更具破壞力的怪獸的需\n求，催生了「拉夫」——一具半智慧\n的機械裝置，而它決定到市中心散個\n步。你有五年的時間把情況控制下來。	好莱坞，2112 年——\n怪兽电影从来没有退流行过。\n观众对更大、更具破坏力的怪兽的需\n求，催生了「拉夫」——一具半智慧\n的机械装置，而它决定到市中心散个\n步。你有五年的时间把情况控制下来。	
2.15	298	漢堡鎮，2099 年——\n這座肉品加工鎮即將遭到一群叛變的\n基改智慧乳牛攻擊。牠們組成了一個\n政治行動團體，叫「反食用動物突變\n體聯盟」。請在轟炸期間控制火勢，\n然後重建。你有五年的時間。	汉堡镇，2099 年——\n这座肉品加工镇即将遭到一群叛变的\n基改智慧乳牛攻击。它们组成了一个\n政治行动团体，叫「反食用动物突变\n体联盟」。请在轰炸期间控制火势，\n然后重建。你有五年的时间。	
2.16	201	美國加州新法蘭西斯科，2061 年——\n又來了。1906、1989、2012 年那次\n「大的」，現在是 2061。你會以為他\n們早該學乖了……你經歷過這種事，\n知道該怎麼做。你有五年的時間。	美国加州新法兰西斯科，2061 年——\n又来了。1906、1989、2012 年那次\n「大的」，现在是 2061。你会以为他\n们早该学乖了……你经历过这种事，\n知道该怎么做。你有五年的时间。	
2.17	280	美國回扣鎮，2055 年——\n號稱世界打呵欠之都，回扣鎮無聊到\n極點。沒事可做、沒地方可去、沒人\n可見。這地方就要死於終極的虛無了\n——除非你能在三十年內把這個破洞\n般的城市變成一座大都會。	美国回扣镇，2055 年——\n号称世界打呵欠之都，回扣镇无聊到\n极点。没事可做、没地方可去、没人\n可见。这地方就要死于终极的虚无了\n——除非你能在三十年内把这个破洞\n般的城市变成一座大都会。	
2.18	313	美國麻州柏德頓，2165 年——\n這座城以它最有名的市民重新命名，\n而它的其中一座核子反應爐即將出一\n場相當糟糕的意外。反應爐附近會受\n到嚴重的輻射污染，逼得你必須繞著\n它重整整座城市。\n你有五年的時間把情況控制下來。	美国麻州柏德顿，2165 年——\n这座城以它最有名的市民重新命名，\n而它的其中一座核子反应炉即将出一\n场相当糟糕的意外。反应炉附近会受\n到严重的辐射污染，逼得你必须绕著\n它重整整座城市。\n你有五年的时间把情况控制下来。	
2.19	242	陽光伯恩，2120 年——\n這裡的輸送管吃不下所有的交通量，\n連最新的交通導引電腦都沒轍。\n這座城需要一套大眾運輸系統，\n那需要對市中心做大規模的重新分區。\n你有十年的時間。	阳光伯恩，2120 年——\n这里的输送管吃不下所有的交通量，\n连最新的交通导引电脑都没辙。\n这座城需要一套大众运输系统，\n那需要对市中心做大规模的重新分区。\n你有十年的时间。	
3.0	6	 交通	 交通	
3.1	6	 警局	 警局	
3.2	6	 消防	 消防	
3.3	8	稅率	税率	
4.0	3	一月	一月	
4.1	3	二月	二月	
4.2	3	三月	三月	
4.3	3	四月	四月	
4.4	3	五月	五月	
4.5	3	六月	六月	
4.6	3	七月	七月	
4.7	3	八月	八月	
4.8	3	九月	九月	
4.9	3	十月	十月	
4.10	3	十一月	十一月	
4.11	3	十二月	十二月	
5.0	7	分裂	分裂	
5.1	6	融合	融合	
6.0	12			
6.1	11			
6.2	11			
6.3	8			
6.4	9			
6.5	11			
6.6	10			
6.7	7			
7.0	10	人口	人口	
7.1	5	犯罪	犯罪	
7.2	8	商業	商业	
7.3	9	現金流量	现金流量	
7.4	8	工業	工业	
7.5	9	污染	污染	
7.6	13	近十年	近十年	
7.7	14	近一百二十年	近一百二十年	
8.0	18	人口分佈	人口分布	
8.1	17	人口成長	人口成长	
9.0	6	警力	警力	
9.1	4	消防	消防	
10.0	11	 都市型態 	 都市型态 	
10.1	12	 電力網路 	 电力网路 	
10.2	16	 運輸網路 	 运输网路 	
10.3	20	 人口分佈 	 人口分布 	
10.4	17	 交通密度 	 交通密度 	
10.5	15	 污染分佈 	 污染分布 	
10.6	11	 犯罪率 	 犯罪率 	
10.7	12	 地價 	 地价 	
10.8	19	 警力範圍 	 警力范围 	
10.9	17	 消防範圍 	 消防范围 	
10.10	19	 人口成長 	 人口成长 	
11.0	21	人口分佈	人口分布	
11.1	21	警力範圍	警力范围	
11.2	15	消防範圍	消防范围	
11.3	17	人口成長	人口成长	
12.0	7	村莊	村庄	
12.1	4	城鎮	城镇	
12.2	4	城市	城市	
12.3	7	首府	首府	
12.4	10	大都會	大都会	
12.5	11	超級都會	超级都会	
13.0	5	犯罪	犯罪	
13.1	9	污染	污染	
13.2	13	房價	房价	
13.3	5	稅	税	
13.4	7	交通	交通	
13.5	12	失業	失业	
13.6	5	火災	火灾	
14.0	1			
14.1	9	空地	空地	
14.2	5	水域	水域	
14.3	6	樹林	树林	
14.4	4	公園	公园	
14.5	6	瓦礫	瓦砾	
14.6	5	水災	水灾	
14.7	11	輻射污染	辐射污染	
14.8	4	火災	火灾	
14.9	14	輸送管	输送管	
14.10	10	電力線	电力线	
14.11	8	磁浮軌道	磁浮轨道	
14.12	11	住宅區	住宅区	
14.13	8	醫院	医院	
14.14	6	教堂	教堂	
14.15	10	商業區	商业区	
14.16	5	MAXIS	MAXIS	
14.17	10	商業區	商业区	
14.18	10	工業用地	工业用地	
14.19	15	氣墊船港	气垫船港	
14.20	10	太空港	太空港	
14.21	19	核分裂發電廠	核分裂发电厂	
14.22	12	消防隊	消防队	
14.23	17	警察局	警察局	
14.24	17	雷射機器人球場	雷射机器人球场	
14.25	18	核融合發電廠	核融合发电厂	
14.26	6	橋樑	桥梁	
14.27	10	工業用地	工业用地	
14.28	13	公園噴泉	公园喷泉	
14.29	10	工業用地	工业用地	
14.30	15	小型爆炸	小型爆炸	
14.31	10	工業用地	工业用地	
14.32	9	污染	污染	
14.33	18	Phzz-7.0 Clix-2.2e	Phzz-7.0 Clix-2.2e	
14.34	6	橋樑	桥梁	
14.35	18	核融合發電廠	核融合发电厂	
14.36	3	？？？	？？？	
15.0	8	密度：	密度：	
15.1	6	地價：	地价：	
15.2	6	犯罪：	犯罪：	
15.3	10	污染：	污染：	
15.4	7	成長：	成长：	
16.0	6	系統	系统	
16.1	7	功能	功能	
16.2	9	災難	灾难	
16.3	7	視窗	视窗	
17.0	15	 關於本遊戲	 关于本游戏	
17.1	2	 -	 -	
17.2	6	 印表	 印表	
17.3	14	 讀取圖形集	 读取图形集	
17.4	2	 -	 -	
17.5	14	 讀取悲情城市	 读取悲情城市	
17.6	15	 重新建造一新城市	 重新建造一新城市	
17.7	2	 -	 -	
17.8	18	 讀取舊有檔案  Ctrl-L	 读取旧有档案  Ctrl-L	
17.9	18	 以……檔名儲存 	 以……档名储存 	
17.10	18	 儲存現有城市  Ctrl-S	 储存现有城市  Ctrl-S	
17.11	2	 -	 -	
17.12	18	 跳出遊戲      Ctrl-X	 跳出游戏      Ctrl-X	
18.0	26	 全自動分解      Ctrl-A	 全自动分解      Ctrl-A	
18.1	12	 自動編列預算	 自动编列预算	
18.2	10	 自動前往災難現場	 自动前往灾难现场	
18.3	10	 關閉音效	 关闭音效	
18.4	6	 模擬速度	 模拟速度	
18.5	12	 持續所有視窗內之活動	 持续所有视窗内之活动	
18.6	19	 加快市區景物活動	 加快市区景物活动	
19.0	11	 超速  4	 超速  4	
19.1	11	 飛快  3	 飞快  3	
19.2	11	 馬馬虎虎  2	 马马虎虎  2	
19.3	11	 打呵欠  1	 打呵欠  1	
19.4	11	 暫停  0	 暂停  0	
20.0	5	 火災	 火灾	
20.1	6	 水災	 水灾	
20.2	10	 空難	 空难	
20.3	8	 龍捲風	 龙卷风	
20.4	11	 地震	 地震	
20.5	8	 怪獸	 怪兽	
20.6	2	 -	 -	
20.7	9	 取消 	 取消 	
21.0	21	 地圖視窗      Ctrl-M	 地图视窗      Ctrl-M	
21.1	21	 統計圖視窗    Ctrl-G	 统计图视窗    Ctrl-G	
21.2	21	 預算視窗      Ctrl-B	 预算视窗      Ctrl-B	
21.3	21	 編輯視窗      Ctrl-E	 编辑视窗      Ctrl-E	
21.4	21	 評估視窗      Ctrl-U	 评估视窗      Ctrl-U	
21.5	21	 關閉視窗      Ctrl-C	 关闭视窗      Ctrl-C	
21.6	21	 隱藏前視窗    Ctrl-H	 隐藏前视窗    Ctrl-H	
21.7	21	 視窗位置      Ctrl-P	 视窗位置      Ctrl-P	
21.8	21	 調整編輯窗大小 Ctrl-R	 调整编辑窗大小 Ctrl-R	
