key	len	zh_hant	zh_hans	ja
2.13	327	第戎芥末之河，2302 年——\n儘管環保團體與綠黨百般努力，溫室\n效應仍讓全球均溫上升了約華氏四度。\n冰冠融化使全球海平面上升，洪水與\n侵蝕造成巨大破壞。你有十年的時間\n把這片沼澤變回一座城市。	第戎芥末之河，2302 年——\n尽管环保团体与绿党百般努力，温室\n效应仍让全球均温上升了约华氏四度。\n冰冠融化使全球海平面上升，洪水与\n侵蚀造成巨大破坏。你有十年的时间\n把这片沼泽变回一座城市。	
2.14	247	怪獸維爾，2212 年——\n一隻毫無品味、毫無風格、完全沒有\n時尚感的大型煙霧怪獸正從海上入侵。\n啊，是了，一定又到觀光季了。\n先控制火勢，再重建工業中心。\n你有五年的時間。	怪兽维尔，2212 年——\n一只毫无品味、毫无风格、完全没有\n时尚感的大型烟雾怪兽正从海上入侵。\n啊，是了，一定又到观光季了。\n先控制火势，再重建工业中心。\n你有五年的时间。	
2.15	296	豆腐堡，2199 年——\n這座看似人畜無害的歐洲素食中心，\n即將以「反對歐洲政治統一的恐怖分\n子最後據點」之名留名青史。你必須\n在轟炸期間控制火勢，然後重建城市。\n你有五年的時間。	豆腐堡，2199 年——\n这座看似人畜无害的欧洲素食中心，\n即将以「反对欧洲政治统一的恐怖分\n子最后据点」之名留名青史。你必须\n在轰炸期间控制火势，然后重建城市。\n你有五年的时间。	
2.16	258	老法蘭西斯科，2161 年——\n這座狂野迪斯可夜生活之家，是歐洲\n的搖擺之都。沒有人確定搖晃是地震\n造成的，還是音響太大聲。\n先控制火勢，然後清除瓦礫、開始重\n建。你有五年的時間。	老法兰西斯科，2161 年——\n这座狂野迪斯可夜生活之家，是欧洲\n的摇摆之都。没有人确定摇晃是地震\n造成的，还是音响太大声。\n先控制火势，然后清除瓦砾、开始重\n建。你有五年的时间。	
2.17	281	無聊之城，2155 年——\n這座……（呵欠）不好意思，這座城\n市……（呵欠）又不好意思。這地方\n無聊到……（呵欠）我連講都講不完\n就……（呵欠）睡……（呵欠）著了。\n看看你能不能（呵欠）把這地方變成\n（呵欠）一座大都會。\n你有三十年的時間。	无聊之城，2155 年——\n这座……（呵欠）不好意思，这座城\n市……（呵欠）又不好意思。这地方\n无聊到……（呵欠）我连讲都讲不完\n就……（呵欠）睡……（呵欠）著了。\n看看你能不能（呵欠）把这地方变成\n（呵欠）一座大都会。\n你有三十年的时间。	
2.18	367	洛斯頓，2265 年——\n你即將面對一個未來可能很常見的問\n題：科技跑得比常識快。在核電廠旁\n邊做基因操作實驗，也許不是什麼好\n主意。輻射外洩可能造成意料之外的\n結果。何必擔心呢？……說不定不會\n出什麼壞事……你有五年的時間把情\n況控制下來。	洛斯顿，2265 年——\n你即将面对一个未来可能很常见的问\n题：科技跑得比常识快。在核电厂旁\n边做基因操作实验，也许不是什么好\n主意。辐射外泄可能造成意料之外的\n结果。何必担心呢？……说不定不会\n出什么坏事……你有五年的时间把情\n况控制下来。	
2.19	252	瑞士伯恩，2220 年——\n顯然上一任伯恩的模擬城市市長沒做\n出什麼成績，因為這一則和你在基本\n圖形集裡玩的劇本一模一樣。\n看看你能不能把交通問題處理得好一\n點。你有十年的時間。	瑞士伯恩，2220 年——\n显然上一任伯恩的模拟城市市长没做\n出什么成绩，因为这一则和你在基本\n图形集里玩的剧本一模一样。\n看看你能不能把交通问题处理得好一\n点。你有十年的时间。	
3.0	6	 交通	 交通	
3.1	6	 警局	 警局	
3.2	6	 消防	 消防	
3.3	8	稅率	税率	
4.0	3	一月	一月	
4.1	3	二月	二月	
4.2	3	三月	三月	
4.3	3	四月	四月	
4.4	3	五月	五月	
4.5	3	六月	六月	
4.6	3	七月	七月	
4.7	3	八月	八月	
4.8	3	九月	九月	
4.9	3	十月	十月	
4.10	3	十一月	十一月	
4.11	3	十二月	十二月	
5.0	7	分裂	分裂	
5.1	6	融合	融合	
6.0	12			
6.1	11			
6.2	11			
6.3	8			
6.4	9			
6.5	11			
6.6	10			
6.7	7			
7.0	10	人口	人口	
7.1	5	犯罪	犯罪	
7.2	8	商業	商业	
7.3	9	現金流量	现金流量	
7.4	8	工業	工业	
7.5	9	污染	污染	
7.6	13	近十年	近十年	
7.7	14	近一百二十年	近一百二十年	
8.0	18	人口分佈	人口分布	
8.1	17	人口成長	人口成长	
9.0	8	歐警	欧警	
9.1	4	消防	消防	
10.0	11	 都市型態 	 都市型态 	
10.1	12	 電力網路 	 电力网路 	
10.2	16	 運輸網路 	 运输网路 	
10.3	20	 人口分佈 	 人口分布 	
10.4	17	 交通密度 	 交通密度 	
10.5	15	 污染分佈 	 污染分布 	
10.6	11	 犯罪率 	 犯罪率 	
10.7	12	 地價 	 地价 	
10.8	21	 歐洲警察轄區 	 欧洲警察辖区 	
10.9	17	 消防範圍 	 消防范围 	
10.10	19	 人口成長 	 人口成长 	
11.0	21	人口分佈	人口分布	
11.1	23	歐洲警察轄區	欧洲警察辖区	
11.2	15	消防範圍	消防范围	
11.3	17	人口成長	人口成长	
12.0	7	村莊	村庄	
12.1	4	城鎮	城镇	
12.2	4	城市	城市	
12.3	7	首府	首府	
12.4	10	大都會	大都会	
12.5	11	超級都會	超级都会	
13.0	5	犯罪	犯罪	
13.1	9	污染	污染	
13.2	13	房價	房价	
13.3	5	稅	税	
13.4	7	交通	交通	
13.5	12	失業	失业	
13.6	5	火災	火灾	
14.0	1			
14.1	9	空地	空地	
14.2	5	水域	水域	
14.3	6	樹林	树林	
14.4	4	公園	公园	
14.5	6	瓦礫	瓦砾	
14.6	5	水災	水灾	
14.7	10	生物危害	生物危害	
14.8	4	火災	火灾	
14.9	4	道路	道路	
14.10	10	電力線	电力线	
14.11	8	單軌	单轨	
14.12	11	住宅區	住宅区	
14.13	8	醫院	医院	
14.14	6	教堂	教堂	
14.15	10	商業區	商业区	
14.16	5	MAXIS	MAXIS	
14.17	10	商業區	商业区	
14.18	10	工業用地	工业用地	
14.19	15	氣墊船港	气垫船港	
14.20	10	太空港	太空港	
14.21	19	核分裂發電廠	核分裂发电厂	
14.22	12	消防隊	消防队	
14.23	19	歐洲警察局	欧洲警察局	
14.24	18	立體足球場	立体足球场	
14.25	18	核融合發電廠	核融合发电厂	
14.26	6	橋樑	桥梁	
14.27	10	工業用地	工业用地	
14.28	13	公園噴泉	公园喷泉	
14.29	10	工業用地	工业用地	
14.30	15	小型爆炸	小型爆炸	
14.31	10	工業用地	工业用地	
14.32	10	發電廠煙囪	发电厂烟囱	
14.33	17	歐洲 27－Maxis 0	欧洲 27－Maxis 0	
14.34	6	橋樑	桥梁	
14.35	18	核融合發電廠	核融合发电厂	
14.36	3	？？？	？？？	
15.0	8	密度：	密度：	
15.1	6	地價：	地价：	
15.2	6	犯罪：	犯罪：	
15.3	10	污染：	污染：	
15.4	7	成長：	成长：	
16.0	6	系統	系统	
16.1	7	功能	功能	
16.2	9	災難	灾难	
16.3	7	視窗	视窗	
17.0	15	 關於本遊戲	 关于本游戏	
17.1	2	 -	 -	
17.2	6	 印表	 印表	
17.3	14	 讀取圖形集	 读取图形集	
17.4	2	 -	 -	
17.5	14	 讀取悲情城市	 读取悲情城市	
17.6	15	 重新建造一新城市	 重新建造一新城市	
17.7	2	 -	 -	
17.8	18	 讀取舊有檔案  Ctrl-L	 读取旧有档案  Ctrl-L	
17.9	18	 以……檔名儲存 	 以……档名储存 	
17.10	18	 儲存現有城市  Ctrl-S	 储存现有城市  Ctrl-S	
17.11	2	 -	 -	
17.12	18	 跳出遊戲      Ctrl-X	 跳出游戏      Ctrl-X	
18.0	25	 全自動分解 Ctrl-A	 全自动分解 Ctrl-A	
18.1	12	 自動編列預算	 自动编列预算	
18.2	10	 自動前往災難現場	 自动前往灾难现场	
18.3	10	 關閉音效	 关闭音效	
18.4	6	 模擬速度	 模拟速度	
18.5	12	 持續所有視窗內之活動	 持续所有视窗内之活动	
18.6	19	 加快市區景物活動	 加快市区景物活动	
19.0	11	 最快  4	 最快  4	
19.1	11	 快速  3	 快速  3	
19.2	11	 普通  2	 普通  2	
19.3	11	 慢速  1	 慢速  1	
19.4	11	 暫停  0	 暂停  0	
20.0	5	 火災	 火灾	
20.1	6	 水災	 水灾	
20.2	10	 空難	 空难	
20.3	8	 龍捲風	 龙卷风	
20.4	11	 地震	 地震	
20.5	8	 怪獸	 怪兽	
20.6	2	 -	 -	
20.7	9	 取消 	 取消 	
21.0	21	 地圖視窗      Ctrl-M	 地图视窗      Ctrl-M	
21.1	21	 統計圖視窗    Ctrl-G	 统计图视窗    Ctrl-G	
21.2	21	 預算視窗      Ctrl-B	 预算视窗      Ctrl-B	
21.3	21	 編輯視窗      Ctrl-E	 编辑视窗      Ctrl-E	
21.4	21	 評估視窗      Ctrl-U	 评估视窗      Ctrl-U	
21.5	21	 關閉視窗      Ctrl-C	 关闭视窗      Ctrl-C	
21.6	21	 隱藏前視窗    Ctrl-H	 隐藏前视窗    Ctrl-H	
21.7	21	 視窗位置      Ctrl-P	 视窗位置      Ctrl-P	
21.8	21	 調整編輯窗大小 Ctrl-R	 调整编辑窗大小 Ctrl-R	
